id,title,singer
693,좋겠다,세븐틴 (SEVENTEEN)
694,My My,세븐틴 (SEVENTEEN)
695,같이 가요,세븐틴 (SEVENTEEN)
696,어른 아이,세븐틴 (SEVENTEEN)
697,Fearless,세븐틴 (SEVENTEEN)
698,환상동화 (Secret Story of the Swan),IZ*ONE (아이즈원)
699,FLOWER FANTASY,엔플라잉 (N.Flying)
700,SWEETEST THING,세븐틴 (SEVENTEEN)
701,Maiochiruhanabira (Fallin' Flower),세븐틴 (SEVENTEEN)
702,힐링,세븐틴 (SEVENTEEN)
703,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기
704,나비효과 (Butterfly Effect),EXO
705,Rest,백예린 (Yerin Baek)
706,한 발짝 두 발짝,오마이걸 (OH MY GIRL)
707,all the kids are depressed,Jeremy Zucker
708,Miracle,WOOZI (SEVENTEEN)
709,Happy Ending (Korean Ver.),세븐틴 (SEVENTEEN)
710,Snap Shoot,세븐틴 (SEVENTEEN)
711,Lucky,세븐틴 (SEVENTEEN)
712,Back it up,세븐틴 (SEVENTEEN)
713,Second Life,세븐틴 (SEVENTEEN)
714,247,세븐틴 (SEVENTEEN)
715,Let me hear you say,세븐틴 (SEVENTEEN)
716,거짓말을 해,세븐틴 (SEVENTEEN)
717,Network Love,세븐틴 (SEVENTEEN)
718,HIT,세븐틴 (SEVENTEEN)
719,시계 바늘,권진아
720,독 : Fear,세븐틴 (SEVENTEEN)
721,이뻐이뻐 (Pretty girl),크레파스
722,MALIBU,PL (피엘)
723,9-TEEN,세븐틴 (SEVENTEEN)
724,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊)
725,8호 감방의 노래,안예은
726,니가 보고싶을 때,109
727,주저하는 연인들을 위해,잔나비
728,Make it count,첸 (CHEN)
729,Good to Me,세븐틴 (SEVENTEEN)
730,포옹,세븐틴 (SEVENTEEN)
731,Shhh,세븐틴 (SEVENTEEN)
732,Home,세븐틴 (SEVENTEEN)
733,칠리,세븐틴 (SEVENTEEN)
734,숨이 차,세븐틴 (SEVENTEEN)
735,비 오는 거리 (Feat. 핫펠트),베이빌론 (Babylon)
736,"I'm the One (Feat. Justin Bieber, Quavo, Chance the Rapper, Lil Wayne)",DJ Khaled
737,That's What I Like,Bruno Mars
738,Homebody,pH-1
739,무리야,pH-1
740,I'm Not Sorry (Feat. Eric Bellinger),DEAN
741,내가 먼저,도겸 (SEVENTEEN)
742,불꽃놀이 (Remember Me),오마이걸 (OH MY GIRL)
743,지쳤니,바닐라 어쿠스틱
744,"사랑노래 같은 이별노래 (Feat. 한올, 리와인)",어쿠루브
745,그게 뭐라고,어쿠루브
746,벚꽃연가,첸 (CHEN)
747,오늘밤도,펀치 (Punch)
748,우리 서로,김나영
749,이 밤의 끝,펀치 (Punch)
750,서른 밤째 (Album Ver.) (Vocal 한올),새봄 (saevom)
751,헤어지는 중,펀치 (Punch)
752,위로해줄게,G.Urban (지어반)
753,Stars,로시 (Rothy)
754,RIDE (Feat. THAMA),SOLE (쏠)
755,끝,권진아
756,AND I,뉴이스트 W
757,넌 이별 난 아직 (With 한소현 Of 3rd Coast),스탠딩 에그
758,Cherry Kisses,청하
759,풋사랑,ASTRO (아스트로)
760,A-TEEN,세븐틴 (SEVENTEEN)
761,상상,볼빨간사춘기
762,20,세븐틴 (SEVENTEEN)
763,병 (Feat. PLEDIS GIRLZ),Vernon (SEVENTEEN)
764,너 없인 안 된다,비투비
765,가슴 뛰도록,SG 워너비
766,Holiday,세븐틴 (SEVENTEEN)
767,MOONWALKER,세븐틴 (SEVENTEEN)
768,What's Good,세븐틴 (SEVENTEEN)
769,우리의 새벽은 낮보다 뜨겁다,세븐틴 (SEVENTEEN)
770,나에게로 와,세븐틴 (SEVENTEEN)
771,어쩌나,세븐틴 (SEVENTEEN)
772,헤어지던 밤,어쿠루브
773,원래 좋아하면 이렇게 되나 봐,소각소각
774,BEAUTIFUL,세븐틴 (SEVENTEEN)
775,Call Call Call!,세븐틴 (SEVENTEEN)
776,여행,볼빨간사춘기
777,7 Years,Lukas Graham
778,Everglow,Coldplay
779,Thinking Out Loud,Ed Sheeran
780,거침없이,부석순 (SEVENTEEN)
781,있다면,뉴이스트 W
782,떠내려가,세븐틴 (SEVENTEEN)
783,Maps,Maroon 5
784,Thinkin' about you,세븐틴 (SEVENTEEN)
785,Falling For U,세븐틴 (SEVENTEEN)
786,지금 널 찾아가고 있어,세븐틴 (SEVENTEEN)
787,고맙다,세븐틴 (SEVENTEEN)
788,밤하늘의 별을... (With KCM & No Noo),양정승
789,밤이 되니까,펀치 (Punch)
790,예쁘다,세븐틴 (SEVENTEEN)
791,아주 NICE,세븐틴 (SEVENTEEN)
792,만세,세븐틴 (SEVENTEEN)
793,바람개비,세븐틴 (SEVENTEEN)
794,TRAUMA,세븐틴 (SEVENTEEN)
795,Hello,세븐틴 (SEVENTEEN)
796,Intro. 新世界,세븐틴 (SEVENTEEN)
797,ROCKET,세븐틴 (SEVENTEEN)
798,CHANGE UP,세븐틴 (SEVENTEEN)
799,모자를 눌러 쓰고,세븐틴 (SEVENTEEN)
800,날 쏘고 가라,세븐틴 (SEVENTEEN)
801,Flower,세븐틴 (SEVENTEEN)
802,Outro. 未完,세븐틴 (SEVENTEEN)
803,캠프파이어,세븐틴 (SEVENTEEN)
804,13월의 춤,세븐틴 (SEVENTEEN)
805,울고 싶지 않아,세븐틴 (SEVENTEEN)
806,박수,세븐틴 (SEVENTEEN)
807,Pool Party (Feat. 이찬 of DKB),브레이브걸스
808,치맛바람 (Chi Mat Ba Ram),브레이브걸스
809,마음이 다쳐서 (Feat. Crown J),나비 (Navi)
810,하이힐,브레이브걸스
811,Help Me,브레이브걸스
812,"CREDIT (Feat. 염따, 기리보이, Zion.T)",릴보이 (lIlBOI)
813,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"미란이 (MIRANI), 먼치맨(MUNCHMAN), Khundi Panda, 머쉬베놈 (MUSHVENOM)"
814,끝이 아닌 것 같아서,바닐라 어쿠스틱
815,19금 Wu,나플라 (nafla)
816,오늘 술 한잔해요,지아
817,우리 만남이,폴킴
818,그거면 돼요,호피폴라
819,About Time,호피폴라
820,서툰 이별을 하려해 (Feat.전상근),윤토벤
821,우리 둘만 아는,윤건
822,지켜줄게,백예린 (Yerin Baek)
823,오래된 노래,스탠딩 에그
824,친구로 지내자면서 (Prod. By 전태익),황인욱
825,지구는 멸망하지 않아,우디 (Woody)
826,잘 지내고 있는지 궁금해,V.O.S
827,우리 왜 헤어져야 해,신예영
828,이별행동,이우
829,미친 소리,이예준
830,Little Star,스탠딩 에그
831,기억의 빈자리,나얼
832,있어줘요,장덕철
833,결혼,문문 (MoonMoon)
834,답장,김동률
835,이별,폴킴
836,노력,박원
837,눈 떠보니 이별이더라,포맨 (4MEN)
838,혼자 이 밤을,크루셜스타 (CRUCiAL STAR)
839,잠 못 드는 밤에,문명진
840,나를 좋아하지 않는 그대에게,박원
841,그게 아니고,10CM
842,So Sick,Ne-Yo
843,어제보다 슬픈 오늘,김건모
844,I Go,럼블피쉬
845,청개구리,트리탑스
846,제자리 걸음,V.O.S
847,This Is What You Came For,"Calvin Harris, Rihanna"
848,닫힌엔딩 (Closed Ending),숀 (SHAUN)
849,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들
850,추억은 만남보다 이별에 남아,정동하
851,불면증 (Vocal by 윤하),에피톤 프로젝트
852,이브의 경고,박미경
853,Always,Bon Jovi
854,범 내려온다,이날치
855,후애,M.N.J
856,How Long Will I Love You,"Jon Boden, Sam Sweeney, Ben Coleman"
857,우리 그만하자,로이킴
858,모든것을 너에게,디.베이스
859,비와 당신 (감성보컬 귀뚜라미),조장혁
860,당신을 위하여,더 크로스
861,There For You,"Martin Garrix, Troye Sivan"
862,The Long And Winding Street,Robert De Boron
863,굴레를 벗어나,듀스
864,Fantasy,V2
865,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],숀 (SHAUN)
866,Way Back Home,숀 (SHAUN)
867,All of the Stars,Ed Sheeran
868,사랑..그 놈,바비 킴
869,그땐 그땐 그땐,"Supreme Team, 영준"
870,마음으로만,박정현
871,너였다면,정승환
872,Do It! (Feat. 이윤정),하우스룰즈 (House Rulez)
873,"Bass, Beats And 5 Seconds (Gabry Ponte Remix Radio Edit)","Brooklyn Bounce, Maurizio Gubellini"
874,Stranger Things (Alan Walker Remix) (Feat. OneRepublic),Kygo
875,Ain't Giving Up,"Craig David, Sigala"
876,Perfect Strangers,"Jonas Blue, JP Cooper"
877,All I Wanna Do,Martin Jensen
878,Losin' Myself (Feat. Ida Da Silva),Savi
879,Talking About,Conor Maynard
880,Let Me Love You (Feat. Justin Bieber),DJ Snake
881,The Ocean (Feat. Shy Martin) (Radio Edit.),Mike Perry
882,Hymn For The Weekend (Seeb Remix),Coldplay
883,Starstrukk (Feat. Katy Perry) (Explicit Bonus Ver.),3OH!3
884,19금 Shots (Feat. Lil Jon),LMFAO
885,19금 My First Kiss (Feat. Ke$ha),3OH!3
886,나만 모르게 (Feat. T),Supreme Team
887,DJ Got Us Fallin' In Love (feat. Pitbull),Usher
888,사랑 범벅 (Feat. 챈슬러 of the channels),MC몽
889,Romance For Journey,Daishi Dance
890,Lunisolar (Original Mix),숀 (SHAUN)
891,Together,코요태
892,마이웨이 (MY WAY) (Prod. R.Tee),"저스디스 (JUSTHIS), R.Tee, 던말릭 (DON MALIK), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), 로스 (Los)"
893,Change (Feat. GRAY) (Prod. 코드 쿤스트),키드밀리 (Kid Milli)
894,"거지 (Feat. YUNHWAY, Jhnovr, JUSTHIS)",기리보이
895,"19금 Please (Feat. 김효은, G2, DUMBFOUNDEAD)",DPR LIVE
896,Rush Hour (Feat. j-hope of BTS),Crush
897,"BABY I'M A ROCKSTAR (Feat. NO:EL, 김승민)",한요한
898,19금 IndiGO,"저스디스 (JUSTHIS), 키드밀리 (Kid Milli), NO:EL, 양홍원"
899,"Achoo Remix (Feat. 미란이(Mirani), pH-1, 먼치맨, Skinny Brown, Louie, 릴러말즈 (Leellamarz), Ourealgoat (아우릴고트), Dbo (디보), 식케이 (Sik-K), 오왼 (Owen), Kid Milli, 스윙스, Nudeboi Seo, TRADE L, 쿠기 (Coogie), Blase (블라세), sokodomo, Khundi Panda, 휘민 (Lil Moshpit), Khakii (카키))","그루비룸 (GroovyRoom), 저스디스 (JUSTHIS)"
900,Next Level,aespa
901,Love poem,아이유
902,롤린 (New Version),브레이브걸스
903,"Get Out (Feat. Kid Milli, EK, HAON (하온))",코드 쿤스트 (CODE KUNST)
904,"덜어 (Feat. Kid Milli, 스윙스) (Prod. BOYCOLD)","YunB, 김승민, YUNHWAY, 도넛맨 (Donutman)"
905,love (Feat. Syd),DEAN
906,19금 Heu ! (Full Ver.),수퍼비 (SUPERBEE)
907,"vv 2 (Feat. Kid Milli, 최엘비, 김승민, Hayake)",기리보이
908,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1, 키드밀리 (Kid Milli), 루피 (Loopy)"
909,19금 +82 Bars,수퍼비 (SUPERBEE)
910,"19금 Pass the Rhyme (Feat. Changmo, Dok2)",수퍼비 (SUPERBEE)
911,세 단어,젝스키스
912,The Anecdote,E SENS
913,19금 거북선 (Feat. 팔로알토),"Ja Mezz, Andup (앤덥), MINO (송민호)"
914,"아끼지마 (Feat. 초아(AOA), 아이언) (Don't Be Shy)",프라이머리
915,위잉위잉,혁오 (HYUKOH)
916,19금 버드맨,피타입 (P-TYPE)
917,19금 배치기,블랙넛 (Black Nut)
918,19금 빈지노,블랙넛 (Black Nut)
919,내일해,EXID
920,SMILEY (Feat. BIBI),YENA (최예나)
921,Kitsch,IVE (아이브)
922,I AM,IVE (아이브)
923,Kissing You,소녀시대 (GIRLS' GENERATION)
924,에라 모르겠다,BIGBANG (빅뱅)
925,HER,블락비 (Block B)
926,위하여 (We Higher) (Prod. GroovyRoom),"그루비룸 (GroovyRoom), 릴보이 (lIlBOI), 블라세 (BLASÉ), 노윤하, Polodared, Chillin Homie, Fleeky Bang"
927,Be My Baby,원더걸스
928,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유
929,디스코왕,코요태
930,STEP,카라
931,러시안 룰렛 (Russian Roulette),Red Velvet (레드벨벳)
932,Hayya Hayya (Better Together) (Music from the FIFA World Cup Qatar 2022 Official Soundtrack) (Feat. FIFA Sound),"Trinidad Cardona, Davido, Aisha"
933,못먹는 감 (Sour Grapes),"San E (산이), 매드클라운"
934,오리 날다 (영화 '권순분여사 납치사건' CF 테마송),체리필터 (cherryfilter)
935,Don't Look Back In Anger,Oasis
936,소녀시대 (Girls' Generation),소녀시대 (GIRLS' GENERATION)
937,4 Walls,f(x)
938,Ice Cream (Feat. Maboos),현아
939,19금 Bad Romance,Lady Gaga
940,봄여름가을겨울 (Still Life),BIGBANG (빅뱅)
941,가시,버즈
942,MR.TAXI (Korean Ver.),소녀시대 (GIRLS' GENERATION)
943,거리에서,성시경
944,"19금 한번 더, OK?",천상지희 더 그레이스 (The Grace)
945,RUN,방탄소년단
946,Empire State Of Mind (Feat. Alicia Keys),JAY-Z
947,Now,핑클 (Fin.K.L)
948,サムライハ-ト / Some Like It Hot!! Samurai Heart (애니메이션 '은혼' 엔딩 테마곡),SPYAIR
949,낭만고양이,체리필터 (cherryfilter)
950,It's My Life,Bon Jovi
951,뱅뱅뱅 (BANG BANG BANG),BIGBANG (빅뱅)
952,붉은 노을,BIGBANG (빅뱅)
953,LOSER,BIGBANG (빅뱅)
954,외톨이,아웃사이더
955,Radio (Feat. XENO),트랜스픽션
956,서울사람들,버스커 버스커
957,Hate You,2NE1
958,Perfect Man,신화
959,紅蓮の弓矢 / Gurenno Yumiya (홍련의 화살) (TV애니메이션 '진격의 거인' 오프닝 주제가),Linked Horizon
960,FINGERTIP,여자친구 (GFRIEND)
961,안녕이라고 말하지마,다비치
962,Paris,에픽하이 (EPIK HIGH)
963,U-Go-Girl (With 낯선),이효리
964,대한건아 만세,엔알지 (NRG)
965,MOVIE,비투비
966,Fire,태연 (TAEYEON)
967,빛 (Hope),H.O.T.
968,결혼까지 생각했어,휘성 (Realslow)
969,슈퍼맨,노라조
970,깡,비
971,Sk8er Boi,Avril Lavigne
972,너에게 난 나에게 넌,자전거 탄 풍경
973,"Wa (Feat. 주희, Rap. Bigtone of BLESS ONE)",전진
974,돌멩이,MASYTA (마시따)
975,이태원 프리덤 (With JYP),UV
976,커피 (Prod. by G-Park 박명수),"유재환, 림킴 (김예림)"
977,시차 (We Are) (Feat. 로꼬 & GRAY),우원재
978,당 디기 방 (Feat. Beenie Man),레게 강 같은 평화
979,사랑은...향기를 남기고,테이
980,내가 싫다 (Feat. T),드렁큰 타이거
981,나팔바지,싸이 (PSY)
982,사랑의 재개발,유산슬
983,합정역 5번 출구,유산슬
984,광화문에서 (At Gwanghwamun),규현 (KYUHYUN)
985,집 (Feat.유미),하우스룰즈 (House Rulez)
986,수퍼비와 (Feat. BewhY) (Prod. BewhY),수퍼비 (SUPERBEE)
987,기대해,걸스데이
988,사뿐사뿐,AOA
989,Don't Say No,서현 (SEOHYUN)
990,Wonderwall,Oasis
991,Milky Way,보아 (BoA)
992,PARTY,소녀시대 (GIRLS' GENERATION)
993,Time-Bomb,All Time Low
994,Hit Song,엔알지 (NRG)
995,Still With You,정국
996,나의 사춘기에게,볼빨간사춘기
997,That That (prod. & feat. SUGA of BTS),싸이 (PSY)
998,LOVE me,BE'O (비오)
999,GANADARA (Feat. 아이유),박재범
1000,겨울잠,아이유
1001,눈이 오잖아(Feat.헤이즈),이무진
1002,색안경 (STEREOTYPE),STAYC(스테이씨)
1003,Brand (Feat. 래원 (Layone)),BE'O (비오)
1004,둘 중에 골라 (Summer or Summer),"효린, 다솜"
1005,다시 만난 누난 예뻐,매드몬스터 (MAD MONSTER)
1006,해야 해,2PM
1007,하루만 더,빅마마
1008,19금 Peaches (Feat. Daniel Caesar & Giveon),Justin Bieber
1009,쩔어,방탄소년단
1010,나로 바꾸자 (duet with JYP),비
1011,19금 사장님 도박은 재미로 하셔야 합니다,비비 (BIBI)
1012,Awake,방탄소년단
1013,너란 바람 따라 (Flower),iKON
1014,Señorita,"Shawn Mendes, Camila Cabello"
1015,나인가요,백현 (BAEKHYUN)
1016,비가 오는 날엔 (2021),헤이즈 (Heize)
1017,오르골 (Life Is Still Going On),NCT DREAM
1018,Hello Future,NCT DREAM
1019,나의 모든 순간 (No Longer),NCT 127
1020,주인공 (Irreplaceable),NCT DREAM
1021,상상더하기,"MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인)"
1022,고래 (Dive Into You),NCT DREAM
1023,영웅 (英雄; Kick It),NCT 127
1024,맛 (Hot Sauce),NCT DREAM
1025,꽃잎놀이,"린, 레오(LEO)"
1026,Don't Call Me,SHINee (샤이니)
1027,Love Is Gone (Acoustic),"Slander, Dylan Matthew"
1028,Back 2 U (AM 01:27),NCT 127
1029,무대로 (Déjà Vu; 舞代路),NCT DREAM
1030,히어로,LUCY
1031,90's Love,NCT U
1032,Misfit,NCT U
1033,Make A Wish (Birthday Song),NCT U
1034,Universe (별의 언어),황민현
1035,너를 사랑하고 있어,백현 (BAEKHYUN)
1036,NonStop,NCT 127
1037,Punch,NCT 127
1038,BOOM,NCT DREAM
1039,Ridin’,NCT DREAM
1040,Black on Black,NCT 2018
1041,Lover Of Mine,5 Seconds of Summer
1042,No One Compares To You,Jack & Jack
1043,Back To You (From 13 Reasons Why – Season 2 Soundtrack),Selena Gomez
1044,I Miss You (Feat. Julia Michaels),Clean Bandit
1045,You should be sad,Halsey
1046,Youngblood,5 Seconds of Summer
1047,Blinding Lights,The Weeknd
1048,이별의 버스 정류장,"유산슬, 송가인"
1049,The Other Side,"Hugh Jackman, Zac Efron"
1050,마음을 드려요,아이유
1051,"Show Yourself (From ""Frozen 2""/Soundtrack Version)","Idina Menzel, Evan Rachel Wood"
1052,Autumn Dream,엔플라잉 (N.Flying)
1053,자격지심 (Feat. 은하 Of 여자친구),박경
1054,Rewrite The Stars,"Zac Efron, Zendaya"
1055,9와 4분의 3 승강장에서 너를 기다려 (Run Away),투모로우바이투게더
1056,잘 지내요,정승환
1057,FLASH,X1 (엑스원)
1058,U GOT IT,갓츄 (GOT U)
1059,돌고 돌아 (Round And Round),SF9
1060,Treat You Better,Shawn Mendes
1061,See You Again,"Charlie Puth, Wiz Khalifa"
1062,Tempo,EXO
1063,라비앙로즈 (La Vie en Rose),IZ*ONE (아이즈원)
1064,내 생에 아름다운,케이윌
1065,첫눈처럼 너에게 가겠다,에일리(Ailee)
1066,꿈처럼 내린,다비치
1067,갈 수가 없어,벤
1068,어찌 잊으오,황치열
1069,한(一),(여자)아이들
1070,Rumor,국.슈 (국프의 핫이슈)
1071,Dejavu,뉴이스트 W
1072,조금만 더,"진호 (펜타곤), 로시 (Rothy)"
1073,한숨,이하이
1074,재연 (An Encore),SHINee (샤이니)
1075,향 (Scentist),VIXX (빅스)
1076,약속해요 (I.P.U.),Wanna One (워너원)
1077,빛이 나 (Shinin'),종현 (JONGHYUN)
1078,도원경 (桃源境),VIXX (빅스)
1079,겨울소리,박효신
1080,Lucifer,SHINee (샤이니)
1081,오늘도 그리워 그리워,다비치
1082,별들도 눈감은밤,"키겐, 새벽공방"
1083,자각몽,모노그램
1084,한 페이지가 될 수 있게,DAY6 (데이식스)
1085,Sour Candy,"Lady Gaga, BLACKPINK"
1086,I Ain't Worried,OneRepublic
1087,View,SHINee (샤이니)
1088,Nuckle Flow,넉살
1089,필라멘트 (Feat. BSK A.K.A 김범수),넉살
1090,2411,Crush
1091,악마들이 춤 추는 댄스홀 (Feat. Samuel Seo),넉살
